"Purpose of this sheet: To define Elation's Product Domains and clarify which teams ""own"" which Capabilities.
Configure routing rules for requiring actions queue,Requiring Actions Queue,FO/PE,Care Navigator,3/28/2023,8/1/23,,,,,
Refresh requiring actions queue,Requiring Actions Queue,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
View open requiring action queue items,Requiring Actions Queue,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Set appointment status,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Cancel an appointment (practice-facing),Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Configure calendar settings,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Configure cancellation policy for appointments,Scheduling,FO/PE,Front-Office Staff,5/4/2023,,,,,,
Create a resource calendar,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Print schedule,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Request patient to schedule an appointment,Scheduling,FO/PE,Front-Office Staff,3/15/2023,,,,,,
Restore appointment edits,Scheduling,FO/PE,Front-Office Staff,11/2/2022,4/27/23,,,,,
Schedule an appointment,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Schedule an event in the Calendar,Scheduling,FO/PE,Front-Office Staff,11/2/2022,3/14/23,,,,,
Set appointment availability,Scheduling,FO/PE,Front-Office Staff,11/2/2022,4/26/23,,,,,
Share calendar,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Surface patient information in the calendar,Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Sync with other calendar sources,Scheduling,FO/PE,Front-Office Staff,5/19/2023,,,,,,
View appointments (practice view),Scheduling,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Assign due date and time for task,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Assign task owner,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Automate office message responses,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Create non-patient oriented tasks,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Manage office message display rules,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Manage office message sign off rules,Task Management & Office Messages,FO/PE,Care Navigator,4/13/23,8/1/23,,,,,
Manage outstanding tasks and office messages,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Run reports for office messages,Task Management & Office Messages,FO/PE,,5/17/2024,,,,,,
Schedule recurring tasks,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Send and receive office messages,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Send confidential office messages,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Show task progress,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Sync office messages via API,Task Management & Office Messages,FO/PE,Care Navigator,11/2/2022,8/1/23,,,,,
Update assignee of task,Task Management & Office Messages,FO/PE,Care Navigator,3/28/2023,8/1/23,,,,,
Take virtual visits,Virtual Care,FO/PE,Front-Office Staff,11/2/2022,,,,,,
Configure fax integration,Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,12/14/2022,1/27/25,,,,,
Deactivate fax integration,Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,11/2/2022,1/27/25,,,,,
Deliver a fax (send a fax),Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,11/2/2022,1/27/25,,,,,
Receive and file a fax,Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,,1/27/25,,,,,
Respond to an incoming fax,Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,11/2/2022,1/27/25,,,,,
Track and audit fax usage,Fax Integration (Troubleshooting & feedback),FO/PE,Front-Office Staff,11/2/2022,1/27/25,,,,,
Exchange PMP data,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Query and de-duplicate med fills,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Query HIE data,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Query outside care data (eg. Carequality),"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Query vaccination data,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Send and receive DIRECT messages,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Share HIE data,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Share outside care data (eg. Carequality),"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Share vaccination data,"Data Exchange (ex. Outside care needs, CareQuality, HIE, IRs, etc)",Orders,Outside Provider,11/2/2022,1/27/25,,,,,
Find a vaccine,Vaccines,Orders,Provider,11/2/2022,1/27/25,,,,,
Manage user-created vaccines,Vaccines,Orders,Provider,11/2/2022,1/27/25,,,,,
Provide vaccination information to patient,Vaccines,Orders,Provider,11/2/2022,1/27/25,,,,,
Record a vaccination,Vaccines,Orders,Provider,11/2/2022,1/27/25,,,,,
Report on vacccine adherence across population,Vaccines,Orders,Data Developers & Analysts,11/2/2022,1/27/25,,,,,
View and curate the patient's immunization history,Vaccines,Orders,Provider,10/4/2023,1/27/25,,,,,
Track and close the loop on ancillary / imaging orders,Close the Loop,Orders,Provider,4/20/2023,,,,,,
Track and close the loop on Care Plans,Close the Loop,Orders,Provider,11/2/2022,4/20/23,,,,,
Track and close the loop on lab orders,Close the Loop,Orders,Provider,11/2/2022,4/20/23,,,,,
Track and close the loop on Patient Letters,Close the Loop,Orders,Provider,8/10/2023,,,,,,
Track and close the loop on prescriptions (RxFill or manual),Close the Loop,Orders,Provider,,4/20/23,,,,,
Track and close the loop on Referrals,Close the Loop,Orders,Provider,11/2/2022,,,,,,
Create and send controlled substance prescriptions via fax,Faxing - Prescriptions & Refills,Orders,Provider,11/2/2022,4/20/23,4/20/23,,,,
Create and send non-controlled substance prescriptions via fax,Faxing - Prescriptions & Refills,Orders,Provider,11/2/2022,4/20/23,4/20/23,,,,
Record a non-vaccination injectable,Injections (not Vaccinations),Orders,Provider,11/2/2022,5/14/24,,,,,
Configure order sets,Order Sets & Templates,Orders,Provider,11/2/2022,8/1/23,,,,,
Configure order templates,Order Sets & Templates,Orders,Provider,4/20/2023,8/1/23,,,,,
Amend an ancillary order,Orders & Reports - Ancillary/Imaging,Orders,Provider,7/19/2023,,,,,,
Amend an imaging order,Orders & Reports - Ancillary/Imaging,Orders,Provider,7/19/2023,,,,,,
Configure bidirectional ancillary interface (electronic orders and results),Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Configure bidirectional imaging interface (electronic orders and results),Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Configure test centers for fax ancillary / imaging orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Configure unidirectional ancillary interface (results-only),Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Configure unidirectional imaging interface (results-only),Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Draft ancillary orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Draft imaging orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,11/2/2022,12/2/22,,,,,
Find an ancillary test,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Find an imaging test,Orders & Reports - Ancillary/Imaging,Orders,Provider,11/2/2022,4/20/23,,,,,
"Manage user-created ancillary / imaging tests (Cardiac, Pulmonary, Sleep, etc)",Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Print ancillary orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Print imaging orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,12/2/2022,,,,,,
Receive and review ancillary / imaging reports electronically,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Receive and review ancillary / imaging reports via fax,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Run reports for ancillary / imaging orders,Orders & Reports - Ancillary/Imaging,Orders,Provider,8/3/2023,4/1/24,,,,,
Send ancillary orders electronically,Orders & Reports - Ancillary/Imaging,Orders,Provider,11/2/2022,4/20/23,,,,,
Send ancillary orders via fax,Orders & Reports - Ancillary/Imaging,Orders,Provider,4/20/2023,,,,,,
Send imaging orders electronically,Orders & Reports - Ancillary/Imaging,Orders,Provider,11/2/2022,4/20/23,,,,,
Send imaging orders via fax,Orders & Reports - Ancillary/Imaging,Orders,Provider,11/2/2022,12/12/22,,,,,
Amend a lab order,Orders & Reports - Labs,Orders,Provider,7/19/2023,,,,,,
Configure bi-di lab interface (electronic orders and results),Orders & Reports - Labs,Orders,Provider,11/2/2022,4/20/23,,,,,
Configure test centers for fax lab orders,Orders & Reports - Labs,Orders,Provider,12/12/2022,,,,,,
Configure uni-di lab interface (results-only),Orders & Reports - Labs,Orders,Provider,4/20/2023,,,,,,
Draft lab orders,Orders & Reports - Labs,Orders,Provider,11/2/2022,12/2/22,,,,,
Find a lab test,Orders & Reports - Labs,Orders,Provider,11/2/2022,12/2/22,,,,,
Manage user-created lab tests,Orders & Reports - Labs,Orders,Provider,3/22/2023,,,,,,
Print lab orders,Orders & Reports - Labs,Orders,Provider,11/2/2022,12/2/22,,,,,
Receive and review lab reports electronically,Orders & Reports - Labs,Orders,Provider,12/2/2022,4/20/23,,,,,
Receive and review lab reports via fax,Orders & Reports - Labs,Orders,Provider,11/2/2022,12/2/22,,,,,
Receive trendable lab results,Orders & Reports - Labs,Orders,Provider,11/2/2022,4/20/23,,,,,
Send lab orders electronically (eOrder),Orders & Reports - Labs,Orders,Provider,11/2/2022,10/4/23,,,,,
Send lab orders via fax,Orders & Reports - Labs,Orders,Provider,12/2/2022,4/20/23,,,,,
Amend a referral order,Orders & Reports - Referrals,Orders,Provider,7/19/2023,,,,,,
Draft a referral order,Orders & Reports - Referrals,Orders,Provider,11/2/2022,7/19/23,,,,,
Receive a referral order,Orders & Reports - Referrals,Orders,Provider,7/13/2023,,,,,,
Send a referral order,Orders & Reports - Referrals,Orders,Provider,7/13/2023,,,,,,
Match electronic hospital reports to charts,Patient Identity Resolution (Chart Merge & Match),Orders,Provider,7/6/2023,,,,,,
Match electronic lab reports fills to charts,Patient Identity Resolution (Chart Merge & Match),Orders,Provider,11/2/2022,4/13/23,,,,,
Match electronic prescription requests to charts,Patient Identity Resolution (Chart Merge & Match),Orders,Provider,11/2/2022,4/13/23,,,,,
Amend a prescription,Prescriptions & Refills,Orders,Provider,7/19/2023,,,,,,
Configure controlled ePrescribing interface (EPCS),Prescriptions & Refills,Orders,Provider,11/2/2022,9/1/23,,,,,
Configure non-controlled ePrescribing interface,Prescriptions & Refills,Orders,Provider,12/14/2022,,,,,,
Deactivate controlled ePrescribing interface (EPCS),Prescriptions & Refills,Orders,Provider,12/14/2022,9/1/23,,,,,
Deactivate non-controlled ePrescribing interface,Prescriptions & Refills,Orders,Provider,12/22/2022,4/20/23,,,,,
Draft a prescription (any prescription),Prescriptions & Refills,Orders,Provider,4/20/2023,,,,,,
Draft a prescription (controlled substance specific) (EPCS),Prescriptions & Refills,Orders,Provider,4/20/2023,9/1/23,,,,,
Manage user-created medications,Prescriptions & Refills,Orders,Provider,12/22/2022,4/20/23,,,,,
Print a prescription (any prescription),Prescriptions & Refills,Orders,Provider,12/22/2022,4/20/23,,,,,
Print a prescription (controlled substance specific),Prescriptions & Refills,Orders,Provider,5/4/2023,,,,,,
Propagate prescription updates to pharmacy,Prescriptions & Refills,Orders,Provider,8/3/2023,,,,,,
Receive a prescription refill request (any prescription),Prescriptions & Refills,Orders,Provider,11/2/2022,4/20/23,,,,,
Receive a prescription refill request (controlled substance specific) (EPCS),Prescriptions & Refills,Orders,Provider,11/2/2022,9/1/23,,,,,
Run reports for prescriptions,Prescriptions & Refills,Orders,Provider,7/25/2023,4/1/24,,,,,
Search for a medication,Prescriptions & Refills,Orders,Provider,12/22/2022,4/20/23,,,,,
Send a prescription electronically (any prescription),Prescriptions & Refills,Orders,Provider,12/22/2022,4/20/23,,,,,
Send a prescription electronically (controlled substance specific) (EPCS),Prescriptions & Refills,Orders,Provider,11/2/2022,9/1/23,,,,,
Send a prescription via fax (any prescription),Prescriptions & Refills,Orders,Provider,11/2/2022,4/20/23,,,,,
Send a prescription via fax (controlled substance specific),Prescriptions & Refills,Orders,Provider,11/2/2022,,,,,,
Sync appointments to PMS,PMS Integrations,Thor,Back-Office Staff,11/2/2022,3/1/25,,,,,
Sync outstanding balance,PMS Integrations,Thor,Back-Office Staff,11/2/2022,3/1/25,,,,,
Sync patient demographics & patient insurance to PMS,PMS Integrations,Thor,Back-Office Staff,11/2/2022,3/1/25,,,,,
View bill/claim edits,Activity Log - Financial (ex. Billing & Patient Payments),GPT,Back-Office Staff,11/2/2022,12/22/25,,Moved from Thor to GPT,,,
View patient payment activity,Activity Log - Financial (ex. Billing & Patient Payments),Thor,Back-Office Staff,11/2/2022,5/14/24,,,,,
Run reports for billing,Billing Home,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Send claim electronically to Payer (ex. via Clearinghouse),Claims Workflows,Thor,Back-Office Staff,5/17/2024,,,,,,
Send claim via paper to Payer,Claims Workflows,Thor,Back-Office Staff,5/17/2024,,,,,,
Manage claims response from Payer,Claims Workflows,Thor,Back-Office Staff,5/17/2024,,,,,,
Receive ERAs,Clearinghouse,Thor,Back-Office Staff,4/17/2024,4/17/24,,,,,
Submit claims electronically,Clearinghouse,Thor,Back-Office Staff,4/13/2023,4/17/24,,,,,
Configure insurance carriers,Insurance Carrier Maintenance,Thor,Back-Office Staff,3/16/2023,8/1/23,,,,,
Manage insurance carriers,Insurance Carrier Maintenance,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Manage inventory and price list,Inventory Management,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Collect a membership payment using Elation,Membership Management,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Collect a membership payment using an integrated partner,Membership Management Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Run membership management reports,Membership Management Report,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Match patients from the PMS to patients in Elation,Patient Identity Resolution (Chart Merge & Match),Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Run patient payment reports,Patient Payment Report,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Collect a patient payment,Patient Payments,Thor,Front-Office Staff,4/27/2023,8/1/23,,,,,
Collect card on file for patient payments,Patient Payments,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Configure patient payments,Patient Payments,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Generate patient invoice for services rendered,Patient Payments,Thor,Back-Office Staff,3/15/2023,8/1/23,,,,,
Manage patient payment status,Patient Payments,Thor,Back-Office Staff,4/27/2023,8/1/23,,,,,
Receive patient payments payout,Patient Payments,Thor,Back-Office Staff,3/22/2023,8/1/23,,,,,
Record or post a patient payment,Patient Payments,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Request a patient payment,Patient Payments,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
View patient ledger (patient financial history or payment request history),Patient Payments,Thor,Back-Office Staff,10/31/2023,8/1/23,,,,,
Configure PMS integrations,PMS Integrations,Thor,Back-Office Staff,4/13/23,8/1/23,,,,,
Configure which bills can be released to PMS,PMS Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Deactivate PMS integrations,PMS Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Post patient payments,PMS Integrations,Thor,Back-Office Staff,4/13/23,8/1/23,,,,,
Re-send bills to PMS (republish bill),PMS Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Send bill to PMS (release or publish bill),PMS Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Sync insurance carriers,PMS Integrations,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Outsource Billing (RCM),RCM Services,Thor,Back-Office Staff,11/2/2022,8/1/23,,,,,
Rows below this line are WIP,,,,,,,,,,
